iter	Passed	Remaining
833	282115	423511
834	282335	422995
835	282547	422469
836	282804	422010
837	283040	421520
838	283283	421042
839	283518	420552
840	283733	420034
841	284072	419698
842	284305	419207
843	284548	418730
844	284812	418286
845	285170	417981
846	285396	417481
847	285651	417023
848	285883	416534
849	286146	416091
850	286407	415644
851	286641	415159
852	287046	414922
853	287343	414527
854	287588	414060
855	287845	413609
856	288084	413134
857	288368	412722
858	288616	412261
859	288855	411786
860	289131	411365
861	289374	410898
862	289616	410429
863	289858	409962
864	290115	409515
865	290407	409119
866	290665	408675
867	290889	408183
868	291182	407789
869	291484	407407
870	291751	406977
871	292161	406747
872	292675	406661
873	292965	406263
874	293264	405878
875	293513	405424
876	293773	404985
877	294048	404568
878	294290	404104
879	294597	403731
880	294837	403268
881	295161	402918
882	295400	402454
883	295664	402023
884	295918	401579
885	296186	401155
886	296464	400745
887	296710	400291
888	296948	399828
889	297272	399480
890	297672	399235
891	297906	398767
892	298195	398373
893	298460	397947
894	298765	397575
895	299071	397203
896	299322	396761
897	299576	396321
898	299802	395846
899	300064	395418
900	300344	395015
901	300600	394579
902	300892	394192
903	301160	393774
904	301405	393325
905	301641	392866
906	301849	392371
907	302068	391890
908	302326	391461
909	302569	391013
910	302800	390549
911	303039	390096
912	303319	389697
913	303544	389227
914	303776	388767
915	304005	388304
916	304246	387855
917	304468	387384
918	304699	386925
919	304916	386448
920	305136	385976
921	305403	385563
922	305848	385375
923	306393	385313
924	306776	385046
925	307190	384817
926	307713	384724
927	308099	384459
928	308401	384091
929	308642	383645
930	308875	383191
931	309100	382726
932	309337	382278
933	309596	381858
934	309843	381422
935	310093	380990
936	310314	380524
937	310581	380114
938	310838	379692
939	311099	379276
940	311388	378894
941	311650	378479
942	311862	378005
943	312090	377550
944	312309	377084
945	312528	376619
946	312805	376225
947	313061	375805
948	313321	375391
949	313560	374952
950	313807	374523
951	314039	374076
952	314278	373638
953	314486	373164
954	314706	372704
955	314912	372229
956	315149	371790
957	315390	371357
958	315639	370933
959	315877	370498
960	316120	370068
961	316336	369606
962	316573	369171
963	316819	368746
964	317105	368367
965	317352	367945
966	317623	367549
967	317911	367174
968	318226	366830
969	318621	366578
970	318875	366165
971	319122	365743
972	319406	365363
973	319662	364953
974	319919	364544
975	320187	364148
976	320442	363736
977	320676	363302
978	320940	362901
979	321195	362491
980	321423	362051
981	321660	361622
982	321923	361222
983	322185	360822
984	322441	360413
985	322688	359997
986	322964	359612
987	323211	359196
988	323496	358823
989	323752	358416
990	323993	357994
991	324244	357584
992	324494	357172
993	324740	356756
994	324992	356348
995	325253	355950
996	325529	355568
997	325770	355148
998	326043	354763
999	326505	354584
1000	326934	354369
1001	327210	353988
1002	327509	353631
1003	327759	353222
1004	328002	352806
1005	328273	352420
1006	329170	352706
1007	329537	352422
1008	329886	352118
1009	330236	351816
1010	330520	351443
1011	330753	351016
1012	331023	350630
1013	331279	350228
1014	331553	349846
1015	331809	349444
1016	332041	349018
1017	332259	348578
1018	332494	348156
1019	332710	347714
1020	332933	347281
1021	333134	346824
1022	333367	346402
1023	333631	346012
1024	333851	345576
1025	334097	345169
1026	334315	344732
1027	334534	344297
1028	334770	343879
1029	334991	343447
1030	335232	343036
1031	335552	342705
1032	335799	342300
1033	336033	341882
1034	336308	341507
1035	336557	341105
1036	336839	340737
1037	337439	340690
1038	337723	340323
1039	338164	340115
1040	338697	339999
1041	338979	339629
1042	339313	339313
1043	339817	339166
1044	340089	338787
1045	340597	338643
1046	340906	338301
1047	341182	337927
1048	341602	337694
1049	341944	337385
1050	342876	337656
1051	344327	338436
1052	345163	338607
1053	345858	338639
1054	346615	338730
1055	347684	339124
1056	348459	339228
1057	349289	339385
1058	350008	339432
1059	351333	340064
1060	352314	340360
1061	353333	340690
1062	354878	341524
1063	356251	342189
1064	356950	342203
1065	357901	342457
1066	358702	342565
1067	359603	342767
1068	360428	342896
1069	360943	342728
1070	361706	342793
1071	362156	342562
1072	362563	342289
1073	362838	341892
1074	363236	341610
1075	363502	341205
1076	363726	340761
1077	363950	340317
1078	364231	339927
1079	364542	339564
1080	364972	339313
1081	365359	339021
1082	365791	338771
1083	366200	338498
1084	366661	338274
1085	367260	338177
1086	367864	338083
1087	368569	338081
1088	368892	337728
1089	369338	337487
1090	369832	337289
1091	370061	336851
1092	370309	336429
1093	370706	336143
1094	370978	335744
1095	371191	335291
1096	371432	334864
1097	371665	334430
1098	371884	333985
1099	372118	333553
1100	372341	333111
1101	372548	332657
1102	372784	332227
1103	373054	331829
1104	373266	331379
1105	373495	330945
1106	373748	330532
1107	374002	330121
1108	374229	329686
1109	374482	329274
1110	374725	328854
1111	374976	328441
1112	375243	328042
1113	375479	327617
1114	375732	327207
1115	375976	326789
1116	376237	326387
1117	376495	325982
1118	376783	325602
1119	377042	325199
1120	377276	324773
1121	377523	324360
1122	377793	323966
1123	377983	323505
1124	378182	323051
1125	378398	322612
1126	378614	322175
1127	378834	321740
1128	379011	321270
1129	379213	320821
1130	379449	320401
1131	379662	319963
1132	379881	319529
1133	380090	319088
1134	380293	318642
1135	380480	318183
1136	380667	317725
1137	380940	317338
1138	381214	316953
1139	381411	316504
1140	381627	316071
1141	381831	315629
1142	382031	315184
1143	382231	314739
1144	382476	314332
1145	382706	313912
1146	382912	313473
1147	383133	313048
1148	383332	312604
1149	383560	312185
1150	383780	311759
1151	384002	311334
1152	384236	310921
1153	384461	310500
1154	384679	310074
1155	384871	309628
1156	385114	309223
1157	385362	308822
1158	385598	308412
1159	385802	307976
1160	386030	307560
1161	386305	307182
1162	386529	306764
1163	386763	306354
1164	387008	305952
1165	387225	305529
1166	387449	305112
1167	387677	304698
1168	387894	304276
1169	388139	303876
1170	388642	303678
1171	388977	303349
1172	389192	302926
1173	389397	302496
1174	389600	302064
1175	389808	301637
1176	390022	301215
1177	390220	300781
1178	390438	300363
1179	390650	299940
1180	390864	299519
1181	391076	299097
1182	391401	298762
1183	391656	298373
1184	391869	297952
1185	392078	297530
1186	392300	297117
1187	392483	296675
1188	392688	296250
1189	392901	295831
1190	393097	295401
1191	393287	294965
1192	393498	294546
1193	393697	294118
1194	393883	293682
1195	394105	293272
1196	394303	292845
1197	394514	292428
1198	394721	292008
1199	394957	291610
1200	395157	291186
1201	395399	290792
1202	395644	290402
1203	395876	290002
1204	396152	289635
1205	396634	289417
1206	397114	289199
1207	397762	289102
1208	398228	288871
1209	398482	288488
1210	398746	288111
1211	399046	287761
1212	399420	287463
1213	399973	287295
1214	400479	287092
1215	401097	286969
1216	401740	286863
1217	402427	286787
1218	403113	286710
1219	403595	286486
1220	403969	286186
1221	404202	285786
1222	404481	285418
1223	404759	285050
1224	405027	284676
1225	405251	284270
1226	405489	283875
1227	405712	283469
1228	405921	283054
1229	406158	282659
1230	406374	282250
1231	406594	281844
1232	406834	281451
1233	407037	281033
1234	407250	280623
1235	407471	280219
1236	407680	279806
1237	407886	279392
1238	408120	278997
1239	408365	278610
1240	408578	278202
1241	408789	277792
1242	409014	277392
1243	409223	276982
1244	409469	276597
1245	409677	276186
1246	409878	275772
1247	410096	275369
1248	410342	274985
1249	410541	274570
1250	410745	274158
1251	410945	273744
1252	411147	273332
1253	411392	272949
1254	411609	272547
1255	411805	272132
1256	412056	271753
1257	412417	271447
1258	412657	271062
1259	412867	270657
1260	413399	270463
1261	414070	270359
1262	414523	270113
1263	414711	269693
1264	414927	269293
1265	415110	268870
1266	415316	268464
1267	415503	268045
1268	415688	267625
1269	415859	267197
1270	416054	266785
1271	416249	266373
1272	416424	265949
1273	416597	265523
1274	416790	265111
1275	416998	264708
1276	417177	264288
1277	417416	263906
1278	417594	263486
1279	417812	263091
1280	418027	262694
1281	418238	262296
1282	418425	261882
1283	418619	261474
1284	418808	261062
1285	419024	260668
1286	419228	260266
1287	419428	259863
1288	419617	259453
1289	419796	259037
1290	419995	258634
1291	420184	258225
1292	420362	257809
1293	420569	257411
1294	420756	257002
1295	420948	256596
1296	421141	256191
1297	421322	255779
1298	421521	255379
1299	421722	254980
1300	421915	254576
1301	422108	254172
1302	422304	253771
1303	422618	253441
1304	422862	253069
1305	423053	252666
1306	423245	252263
1307	423435	251859
1308	423619	251453
1309	423803	251047
1310	424014	250656
1311	424239	250275
1312	424444	249882
1313	424618	249471
1314	424801	249065
1315	424989	248663
1316	425197	248274
1317	425390	247875
1318	425705	247548
1319	426127	247283
1320	426323	246886
1321	426514	246488
1322	426713	246094
1323	426907	245697
1324	427088	245294
1325	427301	244909
1326	427482	244505
1327	427678	244111
1328	427871	243716
1329	428089	243334
1330	428309	242955
1331	428531	242577
1332	428761	242203
1333	428971	241819
1334	429178	241432
1335	429391	241050
1336	429613	240673
1337	429829	240293
1338	430021	239900
1339	430243	239523
1340	430456	239142
1341	430663	238758
1342	430867	238372
1343	431087	237996
1344	431285	237607
1345	431506	237232
1346	431905	236955
1347	432218	236630
1348	432439	236254
1349	432668	235884
1350	432994	235567
1351	433492	235342
1352	433748	234987
1353	433966	234611
1354	434205	234246
1355	434436	233877
1356	434665	233508
1357	434903	233143
1358	435125	232771
1359	435401	232427
1360	435598	232041
1361	435816	231667
1362	436034	231293
1363	436270	230929
1364	436466	230543
1365	436692	230174
1366	436907	229799
1367	437110	229419
1368	437313	229038
1369	437526	228663
1370	437729	228283
1371	437948	227911
1372	438147	227530
1373	438380	227166
1374	438625	226809
1375	438828	226430
1376	439047	226059
1377	439241	225677
1378	439455	225304
1379	439653	224924
1380	439869	224553
1381	440069	224174
1382	440291	223806
1383	440489	223427
1384	440700	223054
1385	440914	222684
1386	441124	222311
1387	441367	221955
1388	441596	221592
1389	441841	221238
1390	442094	220888
1391	442338	220533
1392	442555	220165
1393	442758	219791
1394	442950	219411
1395	443178	219049
1396	443503	218735
1397	443697	218357
1398	443921	217994
1399	444122	217620
1400	444315	217241
1401	444518	216868
1402	444725	216498
1403	444911	216117
1404	445115	215746
1405	445306	215368
1406	445501	214993
1407	445745	214641
1408	446018	214304
1409	446235	213939
1410	446454	213576
1411	446672	213213
1412	446888	212849
1413	447089	212477
1414	447307	212115
1415	447485	211734
1416	447705	211372
1417	447921	211009
1418	448107	210632
1419	448302	210260
1420	448490	209884
1421	448675	209508
1422	448882	209141
1423	449070	208767
1424	449289	208407
1425	449469	208029
1426	449662	207657
1427	449854	207286
1428	450049	206915
1429	450240	206544
1430	450434	206173
1431	450643	205810
1432	450828	205436
1433	451034	205072
1434	451248	204712
1435	451442	204343
1436	451645	203979
1437	451845	203613
1438	452086	203266
1439	452293	202903
1440	452501	202542
1441	452710	202181
1442	452917	201819
1443	453144	201467
1444	453347	201104
1445	453587	200757
1446	453880	200434
1447	454081	200071
1448	454252	199695
1449	454447	199329
1450	454652	198969
1451	454861	198610
1452	455060	198247
1453	455284	197895
1454	455521	197549
1455	455708	197181
1456	455934	196830
1457	456138	196471
1458	456336	196108
1459	456559	195757
1460	456791	195410
1461	457001	195053
1462	457208	194696
1463	457417	194340
1464	457633	193986
1465	457872	193643
1466	458074	193284
1467	458280	192927
1468	458489	192571
1469	458714	192223
1470	458934	191872
1471	459148	191519
1472	459434	191197
1473	459649	190845
1474	459872	190496
1475	460110	190154
1476	460311	189796
1477	460549	189454
1478	460780	189110
1479	461019	188768
1480	461250	188424
1481	461469	188075
1482	461952	187833
1483	462308	187540
1484	462528	187191
1485	462764	186849
1486	462976	186498
1487	463181	186144
1488	463408	185799
1489	463619	185447
1490	463813	185089
1491	464132	184781
1492	464421	184461
1493	464639	184114
1494	464849	183763
1495	465051	183409
1496	465281	183066
1497	465512	182724
1498	465713	182370
1499	465957	182034
1500	466152	181678
1501	466353	181325
1502	466599	180989
1503	466809	180640
1504	467045	180301
1505	467256	179952
1506	467486	179611
1507	467671	179253
1508	467899	178911
1509	468117	178566
1510	468337	178222
1511	468544	177873
1512	468746	177522
1513	468928	177164
1514	469133	176815
1515	469329	176462
1516	469533	176113
1517	469760	175773
1518	470208	175515
1519	470491	175196
1520	470932	174935
1521	471197	174609
1522	471639	174348
1523	472148	174112
1524	472416	173787
1525	473525	173770
1526	475073	173913
1527	475937	173804
1528	476742	173672
1529	477782	173625
1530	478545	173476
1531	479299	173323
1532	480298	173258
1533	481217	173163
1534	482192	173086
1535	483084	172979
1536	484087	172910
1537	485037	172822
1538	485837	172679
1539	487018	172670
1540	488405	172732
1541	489332	172630
1542	490779	172711
1543	492166	172768
1544	492865	172582
1545	493366	172327
1546	494294	172220
1547	494766	171953
1548	495439	171756
1549	495992	171517
1550	496534	171274
1551	497503	171177
1552	497921	170890
1553	498364	170611
1554	498704	170297
1555	499047	169983
1556	499392	169671
1557	499684	169341
1558	499887	168980
1559	500175	168648
1560	500484	168324
1561	500738	167981
1562	500984	167635
1563	501290	167310
1564	501509	166956
1565	501771	166616
1566	502086	166294
1567	502377	165964
1568	502636	165623
1569	502867	165273
1570	503159	164943
1571	503655	164681
1572	504074	164393
1573	504597	164138
1574	505120	163883
1575	505859	163698
1576	506593	163510
1577	507351	163329
1578	508335	163221
1579	509624	163209
1580	510503	163064
1581	511423	162931
1582	512498	162846
1583	513372	162697
1584	514138	162513
1585	514986	162353
1586	515594	162118
1587	516644	162020
1588	517316	161803
1589	517806	161529
1590	518251	161241
1591	518601	160922
1592	518921	160595
1593	519708	160411
1594	520223	160143
1595	520877	159918
1596	521480	159676
1597	521966	159399
1598	522335	159085
1599	522834	158810
1600	523229	158504
1601	523766	158241
1602	524254	157963
1603	524737	157683
1604	525198	157395
1605	525905	157182
1606	526305	156876
1607	526691	156566
1608	527563	156400
1609	528680	156305
1610	529703	156182
1611	530727	156057
1612	531668	155907
1613	533146	155913
1614	534742	155952
1615	535873	155854
1616	536656	155653
1617	537665	155517
1618	538320	155278
1619	539363	155150
1620	540480	155042
1621	540974	154754
1622	541331	154427
1623	541735	154114
1624	542326	153853
1625	543692	153812
1626	545108	153782
1627	546342	153700
1628	548025	153743
1629	549674	153774
1630	550493	153571
1631	551138	153319
1632	551736	153053
1633	552508	152835
1634	552873	152505
1635	553225	152170
1636	553583	151838
1637	554110	151551
1638	554588	151251
1639	555048	150946
1640	555712	150695
1641	556212	150400
1642	556811	150132
1643	557532	149896
1644	559034	149868
1645	559852	149656
1646	560988	149528
1647	561876	149333
1648	563081	149221
1649	564914	149274
1650	566711	149315
1651	567792	149165
1652	568927	149029
1653	569821	148828
1654	570913	148678
1655	571881	148495
1656	572938	148334
1657	574129	148207
1658	574837	147953
1659	575548	147700
1660	576465	147500
1661	577256	147266
1662	578131	147053
1663	578991	146835
